timestamp,TP9_uV,AF7_uV,AF8_uV,TP10_uV
1772267987862,-9.226889,45.114760,61.567368,6.258574
1772267987866,-5.148704,163.834518,160.018101,6.432601
1772267987870,-1.606057,281.352231,256.922046,7.792943
1772267987874,-0.034588,255.388170,238.508393,6.337894
1772267987878,4.523193,125.339717,134.449998,4.028546
1772267987882,7.775010,-2.341933,28.500111,8.098772
1772267987886,5.751242,-77.944321,-32.303495,19.254476
1772267987890,10.256731,-72.201009,-13.188735,25.824519
1772267987893,24.993459,-36.506599,29.241469,21.321057
1772267987897,36.701684,-28.406184,28.968382,12.784710
1772267987901,23.013363,-110.820650,-62.057846,11.112149
1772267987905,-9.824809,-147.428525,-106.418310,18.913448
1772267987862,-9.226889,45.114760,61.567368,6.258574
1772267987866,-5.148704,163.834518,160.018101,6.432601
1772267987870,-1.606057,281.352231,256.922046,7.792943
1772267987874,-0.034588,255.388170,238.508393,6.337894
1772267987878,4.523193,125.339717,134.449998,4.028546
1772267987882,7.775010,-2.341933,28.500111,8.098772
1772267987886,5.751242,-77.944321,-32.303495,19.254476
1772267987890,10.256731,-72.201009,-13.188735,25.824519
1772267987893,24.993459,-36.506599,29.241469,21.321057
1772267987897,36.701684,-28.406184,28.968382,12.784710
1772267987901,23.013363,-110.820650,-62.057846,11.112149
1772267987905,-9.824809,-147.428525,-106.418310,18.913448
1772267987909,7.821796,110.612753,124.288159,14.273432
1772267987913,3.466812,195.244022,196.366462,13.170449
1772267987917,-0.063658,266.820721,256.492806,10.180598
1772267987921,0.408908,203.477556,202.865061,6.184693
1772267987925,10.540871,104.794807,118.748218,2.334126
1772267987929,23.744313,87.566508,102.783963,-2.552021
1772267987932,24.516183,6.771894,32.340897,-1.360096
1772267987936,11.617407,-201.453707,-146.008343,7.306182
1772267987940,-5.252524,-244.776970,-182.793171,14.585277
1772267987944,-7.335552,-31.231774,4.271307,16.508626
1772267987948,15.696240,175.792323,189.089922,11.430493
1772267987952,31.803529,200.712113,201.986181,1.935258
1772267987909,7.821796,110.612753,124.288159,14.273432
1772267987913,3.466812,195.244022,196.366462,13.170449
1772267987917,-0.063658,266.820721,256.492806,10.180598
1772267987921,0.408908,203.477556,202.865061,6.184693
1772267987925,10.540871,104.794807,118.748218,2.334126
1772267987929,23.744313,87.566508,102.783963,-2.552021
1772267987932,24.516183,6.771894,32.340897,-1.360096
1772267987936,11.617407,-201.453707,-146.008343,7.306182
1772267987940,-5.252524,-244.776970,-182.793171,14.585277
1772267987944,-7.335552,-31.231774,4.271307,16.508626
1772267987948,15.696240,175.792323,189.089922,11.430493
1772267987952,31.803529,200.712113,201.986181,1.935258
1772267987909,7.821796,110.612753,124.288159,14.273432
1772267987913,3.466812,195.244022,196.366462,13.170449
1772267987917,-0.063658,266.820721,256.492806,10.180598
1772267987921,0.408908,203.477556,202.865061,6.184693
1772267987925,10.540871,104.794807,118.748218,2.334126
1772267987929,23.744313,87.566508,102.783963,-2.552021
1772267987932,24.516183,6.771894,32.340897,-1.360096
1772267987936,11.617407,-201.453707,-146.008343,7.306182
1772267987940,-5.252524,-244.776970,-182.793171,14.585277
1772267987944,-7.335552,-31.231774,4.271307,16.508626
1772267987948,15.696240,175.792323,189.089922,11.430493
1772267987952,31.803529,200.712113,201.986181,1.935258
1772267987909,7.821796,110.612753,124.288159,14.273432
1772267987913,3.466812,195.244022,196.366462,13.170449
1772267987917,-0.063658,266.820721,256.492806,10.180598
