timestamp_ms,key_pressed,chTP9_raw_uv,chAF7_raw_uv,chAF8_raw_uv,chTP10_raw_uv
1772270065851,none,-83.007813,-92.285156,-115.234375,1.464844
1772270065855,none,-34.667969,-206.054688,-236.816406,-20.996094
1772270065859,none,73.242188,145.019531,64.453125,-10.253906
1772270065863,none,104.003906,559.082031,422.851563,17.578125
1772270065820,none,80.566406,356.933594,250.976563,-22.460938
1772270065824,none,79.589844,554.199219,434.570313,-12.695313
1772270065828,none,-12.695313,437.011719,364.257813,-0.976563
1772270065832,none,-89.843750,-121.582031,-131.835938,-12.207031
1772270065835,none,-27.343750,-143.554688,-174.804688,-32.714844
1772270065839,none,73.242188,225.097656,140.625000,-15.625000
1772270065843,none,89.355469,140.136719,94.238281,13.671875
1772270065847,none,0.000000,69.335938,63.964844,16.113281
1772270065851,none,-83.007813,-92.285156,-115.234375,1.464844
1772270065855,none,-34.667969,-206.054688,-236.816406,-20.996094
1772270065859,none,73.242188,145.019531,64.453125,-10.253906
1772270065863,none,104.003906,559.082031,422.851563,17.578125
1772270065867,none,17.089844,687.011719,573.242188,16.601563
1772270065871,none,-86.914063,-23.925781,-43.457031,-0.488281
1772270065874,none,-50.781250,-386.718750,-381.347656,-19.531250
1772270065878,none,63.964844,125.000000,65.429688,-13.671875
1772270065882,none,105.468750,447.753906,350.097656,7.324219
1772270065886,none,41.992188,398.437500,359.375000,17.578125
1772270065890,none,-62.011719,-383.789063,-297.851563,8.300781
1772270065894,none,-45.410156,-529.296875,-472.656250,-14.648438
1772270065898,none,68.847656,126.464844,82.031250,-4.882813
1772270065902,none,118.652344,421.386719,350.585938,25.878906
1772270065906,none,63.964844,578.125000,530.273438,36.132813
1772270065910,none,-43.945313,201.660156,204.589844,27.832031
1772270065914,none,-41.992188,-287.597656,-249.511719,7.324219
1772270065917,none,76.660156,-17.089844,-10.742188,15.625000
1772270065921,none,135.742188,340.820313,291.503906,37.597656
1772270065925,none,89.843750,615.234375,550.781250,38.574219
1772270065929,none,-22.949219,217.773438,221.191406,31.250000
1772270065933,none,-50.781250,-541.992188,-455.566406,9.765625
1772270065937,none,55.664063,-382.812500,-314.941406,12.695313
1772270065941,none,126.464844,186.523438,169.921875,44.433594
1772270065945,none,91.796875,579.101563,531.250000,53.222656
1772270065949,none,-14.648438,-31.738281,34.667969,40.039063
1772270065953,none,-61.035156,-694.335938,-585.937500,16.113281
1772270065957,none,36.621094,-192.382813,-182.128906,11.230469
1772270065914,none,-41.992188,-287.597656,-249.511719,7.324219
1772270065917,none,76.660156,-17.089844,-10.742188,15.625000
1772270065921,none,135.742188,340.820313,291.503906,37.597656
1772270065925,none,89.843750,615.234375,550.781250,38.574219
1772270065929,none,-22.949219,217.773438,221.191406,31.250000
1772270065933,none,-50.781250,-541.992188,-455.566406,9.765625
1772270065937,none,55.664063,-382.812500,-314.941406,12.695313
1772270065941,none,126.464844,186.523438,169.921875,44.433594
1772270065945,none,91.796875,579.101563,531.250000,53.222656
1772270065949,none,-14.648438,-31.738281,34.667969,40.039063
1772270065953,none,-61.035156,-694.335938,-585.937500,16.113281
1772270065957,none,36.621094,-192.382813,-182.128906,11.230469
1772270065914,none,-41.992188,-287.597656,-249.511719,7.324219
1772270065917,none,76.660156,-17.089844,-10.742188,15.625000
1772270065921,none,135.742188,340.820313,291.503906,37.597656
1772270065925,none,89.843750,615.234375,550.781250,38.574219
1772270065929,none,-22.949219,217.773438,221.191406,31.250000
1772270065933,none,-50.781250,-541.992188,-455.566406,9.765625
1772270065937,none,55.664063,-382.812500,-314.941406,12.695313
1772270065941,none,126.464844,186.523438,169.921875,44.433594
1772270065945,none,91.796875,579.101563,531.250000,53.222656
1772270065949,none,-14.648438,-31.738281,34.667969,40.039063
1772270065953,none,-61.035156,-694.335938,-585.937500,16.113281
1772270065957,none,36.621094,-192.382813,-182.128906,11.230469
1772270065960,none,122.558594,231.445313,193.359375,34.179688
1772270065964,none,103.515625,430.175781,390.625000,54.687500
1772270065968,none,1.953125,278.808594,268.554688,54.687500
1772270065972,none,-59.082031,-360.351563,-329.589844,28.320313
1772270065976,none,28.320313,-414.062500,-388.671875,21.484375
1772270065980,none,130.371094,-21.972656,-32.226563,49.316406
1772270065984,none,125.488281,351.562500,313.476563,68.359375
1772270065988,none,27.832031,363.769531,334.960938,66.406250
1772270065992,none,-46.386719,-483.886719,-451.171875,36.621094
1772270065996,none,15.136719,-830.566406,-769.531250,11.718750
1772270065999,none,121.582031,-46.875000,-66.406250,35.644531
1772270066003,none,135.253906,517.578125,436.523438,60.546875
1772270065960,none,122.558594,231.445313,193.359375,34.179688
1772270065964,none,103.515625,430.175781,390.625000,54.687500
1772270065968,none,1.953125,278.808594,268.554688,54.687500
1772270065972,none,-59.082031,-360.351563,-329.589844,28.320313
1772270065976,none,28.320313,-414.062500,-388.671875,21.484375
1772270065980,none,130.371094,-21.972656,-32.226563,49.316406
1772270065984,none,125.488281,351.562500,313.476563,68.359375
1772270065988,none,27.832031,363.769531,334.960938,66.406250
1772270065992,none,-46.386719,-483.886719,-451.171875,36.621094
1772270065996,none,15.136719,-830.566406,-769.531250,11.718750
1772270065999,none,121.582031,-46.875000,-66.406250,35.644531
1772270066003,none,135.253906,517.578125,436.523438,60.546875
1772270066007,none,32.226563,334.472656,301.757813,56.152344
1772270066011,none,-57.128906,-399.414063,-380.371094,36.132813
1772270066015,none,-2.929688,-471.191406,-481.933594,18.554688
1772270066019,none,105.957031,71.289063,-4.394531,34.179688
1772270066023,none,132.812500,336.425781,244.628906,59.082031
1772270066027,none,44.921875,196.777344,151.367188,53.710938
1772270066031,none,-53.710938,-549.316406,-528.320313,26.367188
1772270066035,none,-9.277344,-759.277344,-751.953125,3.906250
1772270066039,none,110.839844,-402.832031,-411.132813,11.230469
1772270066042,none,146.484375,32.226563,-15.625000,41.503906
1772270066046,none,55.175781,500.976563,396.484375,41.503906
1772270066050,none,-46.875000,-299.316406,-316.894531,33.691406
1772270066007,none,32.226563,334.472656,301.757813,56.152344
1772270066011,none,-57.128906,-399.414063,-380.371094,36.132813
1772270066015,none,-2.929688,-471.191406,-481.933594,18.554688
1772270066019,none,105.957031,71.289063,-4.394531,34.179688
1772270066023,none,132.812500,336.425781,244.628906,59.082031
1772270066027,none,44.921875,196.777344,151.367188,53.710938
1772270066031,none,-53.710938,-549.316406,-528.320313,26.367188
1772270066035,none,-9.277344,-759.277344,-751.953125,3.906250
1772270066039,none,110.839844,-402.832031,-411.132813,11.230469
1772270066042,none,146.484375,32.226563,-15.625000,41.503906
1772270066046,none,55.175781,500.976563,396.484375,41.503906
1772270066050,none,-46.875000,-299.316406,-316.894531,33.691406
1772270066054,none,-23.437500,-755.371094,-750.488281,15.136719
1772270066058,none,67.871094,-75.195313,-164.062500,-7.812500
1772270066062,none,109.863281,478.515625,326.171875,13.183594
1772270066066,none,39.062500,521.972656,397.949219,6.347656
1772270066070,none,-90.820313,-128.906250,-190.429688,-26.367188
1772270066074,none,-101.562500,-678.222656,-713.867188,-50.781250
1772270066078,none,20.019531,-198.242188,-295.898438,-41.015625
1772270066082,none,86.914063,256.835938,117.675781,-13.671875
1772270066085,right,50.292969,180.664063,99.609375,-0.488281
1772270066089,right,-63.476563,-80.078125,-165.039063,-9.277344
1772270066093,right,-95.703125,-464.843750,-564.941406,-48.828125
1772270066097,right,31.738281,-218.750000,-336.425781,-41.015625
1772270066054,right,-23.437500,-755.371094,-750.488281,15.136719
1772270066058,right,67.871094,-75.195313,-164.062500,-7.812500
1772270066062,right,109.863281,478.515625,326.171875,13.183594
1772270066066,right,39.062500,521.972656,397.949219,6.347656
1772270066070,right,-90.820313,-128.906250,-190.429688,-26.367188
1772270066074,right,-101.562500,-678.222656,-713.867188,-50.781250
1772270066078,right,20.019531,-198.242188,-295.898438,-41.015625
1772270066082,right,86.914063,256.835938,117.675781,-13.671875
1772270066085,right,50.292969,180.664063,99.609375,-0.488281
1772270066089,right,-63.476563,-80.078125,-165.039063,-9.277344
1772270066093,right,-95.703125,-464.843750,-564.941406,-48.828125
1772270066097,right,31.738281,-218.750000,-336.425781,-41.015625
1772270066101,right,110.839844,265.136719,100.585938,0.000000
1772270066105,right,79.101563,547.363281,378.417969,18.066406
1772270066109,right,-26.855469,32.226563,-65.917969,17.089844
1772270066113,right,-66.894531,-640.136719,-700.195313,-5.859375
1772270066117,right,46.875000,-308.105469,-411.621094,-0.488281
1772270066121,right,130.859375,158.203125,20.996094,28.320313
1772270066124,right,108.886719,442.382813,304.199219,46.386719
